date,GMX,GMVX,GMX_full,GMVX_full,position_combined
2010-07-30,-0.9596018348457818,-0.24590432629655173,-1.1980736897577675,-0.10254359956911162,0.0
2010-08-06,-0.9049696102772324,-0.3942251905902476,-1.094299865163106,-0.22544857880566083,0.0
2010-08-13,-0.8642003511843597,-0.5797122657538307,-0.9352341308939645,-0.3603298917998116,0.0
2010-08-20,-0.675812589631277,-0.4222310900424854,-0.8215142192194604,-0.16098861802029693,0.0
2010-08-27,-0.5689860929478132,-0.29724242830824515,-0.6898267132058973,0.043986842372948746,0.0
2010-09-03,-0.7379762157578198,-0.17618227889932067,-0.8354301441629868,0.12350514350149332,0.0
2010-09-10,-1.1025950298652596,0.02130754380905195,-1.0164543867436087,0.33858888088192857,1.0
2010-09-17,-1.2555720093553537,-0.017562638123563762,-1.1085090268571949,0.2684474154043368,0.0
2010-09-24,-0.9373102342990394,-0.2218611107656446,-0.8982585899358918,0.05091709805862809,0.0
2010-10-01,-0.6123907646566996,-0.4420398255399566,-0.6654649676187341,-0.1598870659192171,0.0
2010-10-08,-0.32110965419992576,-0.9434625215938409,-0.39542052294575764,-0.6270313325413797,0.0
2010-10-15,0.038113858957045776,-0.9986336573824314,-0.09664155869805291,-0.5952903379783377,0.0
2010-10-22,0.5852011263913175,-0.5477541565510624,0.3051199375384777,-0.004841250211550603,0.0
2010-10-29,0.5609001470315504,-0.1717372169585386,0.3059683330239023,0.41852738227842573,0.0
2010-11-05,0.7132985832802379,0.20220065224908929,0.47159563038748825,0.8799156959367159,1.0
2010-11-12,0.507982945164046,0.14875413250138553,0.32343658866155595,0.7938915748856149,1.0
2010-11-19,-0.0655067191722064,-0.11331174956810236,-0.08500243604541881,0.4172972353303252,0.0
2010-11-26,-0.12657114462778032,-0.3830176182208434,-0.010478481006718882,0.18971104913435213,0.0
2010-12-03,-0.5794445319536655,-0.25325285728309854,-0.41132732516144577,0.21425229922691558,0.0
2010-12-10,-0.911987033829629,-0.4360066129038079,-0.6522073731286537,-0.04167854802550091,0.0
