date,GMX_roll,GMVX_roll,position,close,equity_no_cost,equity_default,bench_equity
2013-07-19,1.4079175295024156,-0.9535989427707297,0.0,2190.478,1.0333631779448569,1.011166505751752,0.8439424703239813
2013-07-26,2.1309930174135876,-0.24036481944742272,0.0,2224.008,1.0337208805833762,1.0115165249268199,0.8568608338181424
2013-08-02,2.4313685411095656,-0.09926631769180139,0.0,2247.263,1.0340787070420396,1.0118666652623713,0.8658204682665981
2013-08-09,2.301215126491876,-0.2935188888548643,0.0,2286.01,1.034436657363708,1.0122169268003467,0.8807488258660096
2013-08-16,2.7554168213980192,-0.038305951005964234,0.0,2304.144,1.034794731591257,1.0125673095827006,0.8877354528747514
2013-08-23,2.407660805487696,-0.04453666477007201,0.0,2286.929,1.0351529297675768,1.0129178136514023,0.8811028961329685
2013-08-30,2.2994592055509346,-0.056665225780814676,0.0,2313.91,1.0355112519355731,1.0132684390484354,0.8914980755375602
2013-09-06,2.2804991923945495,0.056383905403431606,1.0,2357.782,1.035869698138166,1.0136191858157984,0.9084009816877493
2013-09-13,2.9642424734148722,0.1761567003154292,1.0,2488.902,1.091198890184862,1.067151733639008,0.9589186023663776
2013-09-20,3.164305419023341,-0.00013177960173829661,0.0,2432.51,1.0652129260988699,1.0417384319264764,0.937192018585801
2013-09-27,3.1297654217748216,-0.3742190478984101,0.0,2394.971,1.0655816536502116,1.0414739906322181,0.9227290765277242
2013-10-04,2.9488495404567647,-0.7993279848524304,0.0,2409.037,1.0659505088380135,1.0418345008597445,0.928148393584356
2013-10-11,2.558597637423311,-1.2979907274905147,0.0,2468.508,1.0663194917064573,1.0421951358792727,0.9510612476064634
2013-10-18,2.3466415585216014,-1.5859962124076339,0.0,2426.054,1.0666886022997402,1.042555895734,0.9347046653284701
2013-10-25,2.1012868577339296,-1.7285055480859812,0.0,2368.559,1.0670578406620745,1.0429167804671386,0.9125531201719895
2013-11-01,2.1552722306919954,-1.4628431730817615,0.0,2384.96,1.0674272068376882,1.0432777901219157,0.9188720608122439
2013-11-08,0.9304815503187853,-1.640873602469652,0.0,2307.945,1.0677967008708242,1.0436389247415732,0.8891998936633378
2013-11-15,0.9724768663594607,-1.0002352218639357,0.0,2350.734,1.068166322805741,1.0440001843693683,0.905685543992943
2013-11-22,0.6334543015407778,-0.5163948667863376,0.0,2397.962,1.0685360726867121,1.044361569048573,0.9238814423258461
2013-11-29,0.609196921819326,-0.3444143652786438,0.0,2438.944,1.0689059505580267,1.0447230788224744,0.9396708957322796
2013-12-06,0.08521143343019943,0.20469176099591668,1.0,2452.287,1.069275956463989,1.0450847137343744,0.9448116569640895
2013-12-13,0.3401444185726299,0.16266590802992442,1.0,2406.639,1.0469561615818066,1.0226428298838022,0.9272244975014751
2013-12-20,1.0483788487492247,-0.35395576767903925,0.0,2278.136,0.9926766806607318,0.9696238745438899,0.8777151487364828
2013-12-27,1.4446482538268102,-0.27770600465391004,0.0,2303.478,0.9930202995117297,0.9693777392526595,0.8874788578825917
2014-01-03,1.7434481285080754,-0.4375381994306437,0.0,2290.779,0.9933640373077144,0.9697132930854776,0.882586215532089
2014-01-10,2.0227557584168174,-0.5898113382356831,0.0,2204.851,0.9937078940898593,0.9700489630715455,0.8494800676547769
2014-01-17,1.9818223146990013,0.02415231545599783,1.0,2178.488,0.9940518698993518,0.9703847492510702,0.8393229899095763
2014-01-24,1.8375528714158718,0.41417671656864197,1.0,2245.678,1.0212001541476994,0.9963044362597869,0.8652098030074793
2014-01-31,2.0252987630018313,0.5268156504977627,1.0,2202.45,1.000313481447232,0.975926957285012,0.8485550157385977
2014-02-07,1.8268732223602058,0.7948178625649917,1.0,2212.483,1.0159524187904156,0.9911846348226802,0.85242050756493
2014-02-14,1.1700386190580632,1.1885111675918467,1.0,2295.575,1.0558539575841726,1.030113418717147,0.8844340076978507
2014-02-21,1.0527646690898214,0.675658119606217,1.0,2264.294,1.027465424247463,1.0024169660801237,0.8723821338994358
2014-02-28,0.8998153057497635,0.36805483986021026,1.0,2178.971,0.9941689435596103,0.9699322163604834,0.8395090790705569
2014-03-07,0.6753381141043805,0.4278230918435396,1.0,2168.358,0.9830876472247656,0.9591210696395652,0.8354201261399417
2014-03-14,1.0903095281333923,-0.3393870615041076,0.0,2122.836,0.9753667307945242,0.951588380518635,0.8178815116758436
2014-03-21,0.9631598702337241,-0.3281835070649234,0.0,2158.798,0.9757043577397991,0.9513468234681957,0.8317368706969298
2014-03-28,0.6372760891877514,-0.22994638566645348,0.0,2151.965,0.9760421015559397,0.9516761358301653,0.829104267721815
2014-04-04,0.4617054937630325,-0.12603008756711204,0.0,2185.472,0.9763799622834013,0.9520055621848756,0.842013769827358
2014-04-11,-0.07778348374529465,0.5744343003224615,1.0,2270.666,0.9767179399626532,0.9523351025717858,0.8748371238244221
2014-04-18,0.1691634019546795,0.5155069831330057,1.0,2224.479,0.9517390858927873,0.9274084208509552,0.8570422996459305
2014-04-25,0.4784625082803715,0.4702645038179216,1.0,2167.826,0.9327171551431123,0.90887277487447,0.8352151583684265
2014-05-02,0.7401775085334861,0.3392445671725888,1.0,2158.659,0.9270397317676008,0.903340491578312,0.831683317087455
2014-05-09,1.2915205611447664,-0.16497639405220055,0.0,2133.911,0.9260591133176242,0.9023849420777922,0.8221484629343534
2014-05-16,1.3775192339956195,0.11362375058900731,1.0,2145.952,0.9263796722414649,0.9021558751309571,0.8267875925148245
2014-05-23,1.4855957939690017,0.5799565360749103,1.0,2148.414,0.9361355405870745,0.9111153448552493,0.8277361463747298
2014-05-30,1.524064380256468,0.8178042962853264,1.0,2156.464,0.9342943531833668,0.9093233670661994,0.8308376323910731
2014-06-06,1.667175551939753,1.1407753926224053,1.0,2134.716,0.9215571642181601,0.8969266063265708,0.8224586115359875
2014-06-13,1.6085504419566705,1.303927921835374,1.0,2176.242,0.9424342028576134,0.9172456620987863,0.838457656047128
2014-06-20,1.688350285631703,1.1508693831434182,1.0,2136.729,0.9257578601267602,0.9010150297817855,0.8232341756789563
2014-06-27,1.739141195675631,1.2132117414915422,1.0,2150.258,0.931984641609666,0.9070753874032663,0.8284465985752434
2014-07-04,1.5366867454066795,1.4175195194704175,1.0,2178.695,0.9433470022571936,0.9181340650101966,0.8394027424071391
2014-07-11,1.249364220713559,1.0678723421014578,1.0,2148.009,0.9307877831938974,0.9059105175516827,0.8275801088794972
2014-07-18,1.5749185758575652,1.176053206023747,1.0,2164.144,0.9371449027314871,0.9120977296685784,0.8337965656339942
2014-07-25,2.2544586673978215,1.4572665855338014,1.0,2260.454,0.983979999059101,0.9576810593166569,0.8709026672779745
2014-08-01,3.1691266279717807,1.3308742452502194,1.0,2329.402,1.0118000289570321,0.9847575402698754,0.897466798688515
2014-08-08,4.005312246014091,1.3720154840129288,0.0,2331.134,1.0123967260977444,0.9853382894216417,0.8981340997792362
2014-08-15,4.630582351395417,1.3100568323047692,0.0,2360.635,1.0127471711183167,0.9850881650866347,0.9095001791541616
2014-08-22,4.671971369064202,0.5013448451336256,0.0,2365.364,1.0130977374467807,0.98542915714378,0.9113221577096011
2014-08-29,4.099659395437197,-0.4538382721535047,0.0,2338.287,1.0134484251251275,0.9857702672366374,0.9008899916394727
2014-09-05,4.467169472282701,-0.43560022815716093,0.0,2449.259,1.013799234195363,0.9861114954060654,0.9436450358886241
2014-09-12,4.403664001251332,-0.8378844804411019,0.0,2438.358,1.0141501646995075,0.9864528416929366,0.9394451229613993
2014-09-19,4.4280685055267766,-1.0890730550819896,0.0,2425.211,1.0145012166795957,0.9867943061381379,0.9343798761717261
2014-09-26,4.696706264850373,-0.4971148729164885,0.0,2437.201,1.014852390177677,0.9871358887825703,0.938999356586131
2014-10-03,4.581048796375726,-0.7800294077316565,0.0,2450.988,1.0152036852358153,0.9874775896671488,0.9443111811460474
2014-10-10,4.705433661469242,-0.8742568995542571,0.0,2466.789,1.015555101896089,0.9878194088328027,0.9503989551266989
2014-10-17,4.7048578411723225,-1.129260601349672,0.0,2441.732,1.0159066402005916,0.9881613463204756,0.9407450501439014
